"I_D"	"FLAG_TSUNAMI"	"YEAR"	"MONTH"	"DAY"	"HOUR"	"MINUTE"	"SECOND"	"FOCAL_DEPTH"	"EQ_MAG_MW"	"EQ_MAG_MS"	"Max.Richter"	"EQ_MAG_MB"	"EQ_MAG_ML"	"EQ_MAG_MFA"	"EQ_MAG_UNK"	"INTENSITY"	"COUNTRY"	"STATE"	"LOCATION_NAME"	"LATITUDE"	"LONGITUDE"	"REGION_CODE"	"DEATHS"	"DEATHS_DESCRIPTION"	"MISSING"	"MISSING_DESCRIPTION"	"INJURIES"	"INJURIES_DESCRIPTION"	"DAMAGE_MILLIONS_DOLLARS"	"DAMAGE_DESCRIPTION"	"HOUSES_DESTROYED"	"HOUSES_DESTROYED_DESCRIPTION"	"HOUSES_DAMAGED"	"HOUSES_DAMAGED_DESCRIPTION"	"TOTAL_DEATHS"	"TOTAL_DEATHS_DESCRIPTION"	"TOTAL_MISSING"	"TOTAL_MISSING_DESCRIPTION"	"TOTAL_INJURIES"	"TOTAL_INJURIES_DESCRIPTION"	"TOTAL_DAMAGE_MILLIONS_DOLLARS"	"TOTAL_DAMAGE_DESCRIPTION"	"TOTAL_HOUSES_DESTROYED"	"TOTAL_HOUSES_DESTROYED_DESCRIPTION"	"TOTAL_HOUSES_DAMAGED"	"TOTAL_HOUSES_DAMAGED_DESCRIPTION"
5936	"Tsu"	1222	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CYPRUS"	""	"CYPRUS"	34.5	33	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9981	"Tsu"	1231	3	11	NA	NA	NA	NA	NA	6.9	6.9	NA	NA	NA	NA	8	"TURKEY"	""	"TURKEY: ISTANBUL (CONSTANTINOPLE)"	41	28.6	140	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA
5937	"Tsu"	1241	5	22	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  KAMAKURA"	35.2	139.4	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
5938	"Tsu"	1257	10	9	NA	NA	NA	NA	NA	7.5	7.5	NA	NA	NA	NA	NA	"JAPAN"	""	"SANRIKU, JAPAN"	39	144	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5939	"Tsu"	1257	10	9	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  SAGAMI BAY"	35.2	139.5	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
7798	"Tsu"	1273	9	NA	NA	NA	NA	NA	NA	6.5	6.5	NA	NA	NA	NA	9	"ALBANIA"	""	"ALBANIA:  DURRES"	41.3	19.7	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
494	"Tsu"	1293	5	27	NA	NA	NA	NA	NA	7.1	7.1	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  KAMAKURA"	35.2	139.4	30	23024	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	23024	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
5940	"Tsu"	1303	8	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	"GREECE"	""	"GREECE:  CRETE"	34	26	130	4000	4	NA	NA	NA	NA	NA	3	NA	3	NA	3	4000	4	NA	NA	NA	NA	NA	3	NA	3	NA	NA
9973	"Tsu"	1329	6	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	"ITALY"	""	"ITALY:  SICILY"	37.734	15.004	130	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA
5941	"Tsu"	1331	8	15	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"SAGAMI, JAPAN"	33.7	135.2	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6016	"Tsu"	1332	2	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TURKEY"	""	"MARMARA SEA"	NA	NA	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5942	"Tsu"	1341	10	31	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  JUSANKO"	41	139.5	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2600	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9986	"Tsu"	1341	NA	NA	NA	34	NA	NA	NA	6	6	NA	NA	NA	NA	8	"UKRAINE"	""	"UKRAINE:  CRIMEA"	44.3	34.3	110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5943	"Tsu"	1344	10	14	NA	NA	NA	NA	NA	6.9	6.9	NA	NA	NA	NA	NA	"TURKEY"	""	"TURKEY:  ISTANBUL (CONSTANTINOPLE)"	40.8	28.8	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6003	"Tsu"	1360	11	22	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  KUMANONADA"	33.4	136.2	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
556	"Tsu"	1361	8	3	NA	NA	NA	NA	NA	8.4	8.4	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  NANKAIDO"	33	135	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	660	3	NA	NA	NA	NA	NA	4	1700	4	NA	NA
8150	"Tsu"	1365	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ALGERIA"	""	"ALGERIA:  ALGIERS"	36.8	3	15	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	3	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
573	"Tsu"	1389	3	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	"GREECE"	""	"GREECE:  AEGEAN SEA"	38.5	26.5	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
581	"Tsu"	1402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SYRIA"	""	"SYRIA"	35	37	140	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6015	"Tsu"	1403	11	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SYRIA"	""	"SYRIAN COASTS"	NA	NA	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5944	"Tsu"	1403	12	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  KUMANONADA"	33.7	136.5	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7382	"Tsu"	1406	10	16	NA	NA	NA	NA	NA	6.2	6.2	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  SHIMIZU"	34.4	138.4	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
5945	"Tsu"	1408	1	21	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  KUMANONADA"	33.8	136.9	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
585	"Tsu"	1408	12	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	"TURKEY"	""	"TURKEY:  ANTIOCH; SYRIA: ALEPPO; LEBANON: TRIPOLIS"	36.2	36.1	140	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
5954	"Tsu"	1419	3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TURKEY"	""	"MARMARA SEA"	40.9	28.9	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5946	"Tsu"	1433	11	7	NA	NA	NA	NA	NA	7.1	7.1	NA	NA	NA	NA	NA	"JAPAN"	""	"TOKAIDO, JAPAN"	34.9	139.5	30	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
5947	"Tsu"	1448	9	19	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  SADO"	37.5	138.2	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
611	"Tsu"	1456	12	5	4	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	"ITALY"	""	"ITALY:  AVELLINO,NAPOLI,ABRUZZI, BRINDISI,BENEVENTO"	40.4	14.5	130	30000	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	30000	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA
635	"Tsu"	1481	5	3	NA	NA	NA	NA	NA	7.1	7.1	NA	NA	NA	NA	10	"GREECE"	""	"GREECE:  RHODES"	36	28	130	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
9808	"Tsu"	1481	10	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GREECE"	""	"GREECE:  RHODES"	36	28	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5948	"Tsu"	1489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TURKEY"	""	"SOUTH COASTS OF ASIA MINOR"	NA	NA	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6011	"Tsu"	1494	7	1	NA	NA	NA	NA	NA	7.2	7.2	NA	NA	NA	NA	NA	"GREECE"	""	"GREECE:  CRETE"	35.5	25.5	130	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA
651	"Tsu"	1495	9	12	NA	NA	NA	NA	NA	7.1	7.1	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  KAMAKURA"	35.1	139.5	30	NA	3	NA	NA	NA	NA	NA	1	NA	1	NA	NA	200	3	NA	NA	NA	NA	NA	1	NA	1	NA	NA
6031	"Tsu"	1498	7	9	NA	NA	NA	NA	NA	6.4	6.4	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  ENSHUNADA SEA"	34.4	137.7	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
5949	"Tsu"	1498	8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"VENEZUELA"	""	"VENEZUELA: BOCA DE LA SIERPE"	9.9	-62.3	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
653	"Tsu"	1498	9	20	NA	NA	NA	NA	NA	7.5	7.5	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  NANKAIDO"	33.5	135.2	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
7383	"Tsu"	1498	9	20	NA	NA	NA	NA	NA	8.3	8.3	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  ENSHUNADA SEA"	34	138.1	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	31000	4	NA	NA	NA	NA	NA	3	1000	3	NA	NA
6697	"Tsu"	1500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"USA"	"HI"	"HAWAII"	NA	NA	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
668	"Tsu"	1508	5	29	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	10	"GREECE"	""	"GREECE:  CRETE:  IRAKLION (CANDIA),MEGALOKASTRON"	35.2	25.1	130	300	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6004	"Tsu"	1509	6	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CHINA"	""	"CHINA:  E. CHINA SEA"	31.5	121.5	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
670	"Tsu"	1509	9	10	NA	NA	NA	NA	NA	7.7	7.7	NA	NA	NA	NA	10	"TURKEY"	""	"TURKEY:  ISTANBUL"	40.8	28.1	140	5000	4	NA	NA	10000	4	NA	4	1700	4	NA	NA	5000	4	NA	NA	10000	4	NA	4	1700	4	NA	NA
5950	"Tsu"	1510	9	21	NA	NA	NA	NA	NA	6.7	6.7	NA	NA	NA	NA	NA	"JAPAN"	""	"SEIONAIKAI, JAPAN"	34.6	135.4	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
6017	"Tsu"	1510	10	10	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  ENSHUNADA SEA"	34.5	137.6	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
677	"Tsu"	1511	3	26	14	30	NA	7	NA	6.5	6.5	NA	NA	NA	NA	10	"SLOVENIA"	""	"BALKANS NW:  SLOVENIA:  IDRIJA,SKOFJA LOKA"	46.2	13.433	130	15	1	NA	NA	NA	NA	NA	3	NA	3	NA	NA	15	1	NA	NA	NA	NA	NA	3	NA	3	NA	NA
5951	"Tsu"	1520	4	4	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  KII, KUMANANONADA"	33.6	136.3	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA
9881	"Tsu"	1524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"INDIA"	""	"INDIA:  DABUL"	17	73.2	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
701	"Tsu"	1530	9	1	14	30	NA	10	8	NA	8	NA	NA	NA	NA	10	"VENEZUELA"	""	"VENEZUELA:  CUMANA"	10.5	-64.2	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
704	"Tsu"	1531	1	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	"PORTUGAL"	""	"PORTUGAL:  LISBON"	38.7	-9.1	130	30000	4	NA	NA	NA	NA	NA	3	1500	4	1500	4	30000	4	NA	NA	NA	NA	NA	3	1500	4	NA	NA
8092	"Tsu"	1531	1	NA	NA	NA	NA	NA	NA	4.8	4.8	NA	NA	NA	NA	6	"CHINA"	""	"CHINA:  JIANGSU PROVINCE"	30.7	117.5	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
9790	"Tsu"	1537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MEXICO"	""	"MEXICO:  SOUTHERN"	NA	NA	150	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
5952	"Tsu"	1539	11	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"HONDURAS"	""	"HONDURAS: CABO DE HIGUERAS"	16.2	-88.5	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
5953	"Tsu"	1541	12	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"VENEZUELA"	""	"VENEZUELA: CUBAGUA ISLAND"	10.8	-64.2	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
713	"Tsu"	1542	12	10	17	30	NA	NA	6.6	NA	6.6	NA	NA	NA	NA	10	"ITALY"	""	"ITALY:  SIRACUSA, MILITELLO, CATANIA, NOCOSIA"	37.07	15.3	130	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
715	"Tsu"	1543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"VENEZUELA"	""	"VENEZUELA:  CUMANA, ISLA CUBAGUA"	10.5	-64.2	90	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6037	"Tsu"	1545	2	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  IZU PENINSULA"	34.8	139	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
718	"Tsu"	1546	1	14	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	7	11	"ISRAEL"	""	"ISRAEL:  NABULUS,SALT; JORDAN:  AL-KARAK"	32	35.5	140	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	4	NA	NA	NA	NA	NA	3	NA	3	NA	NA
744	"Tsu"	1562	10	28	10	NA	NA	NA	NA	8	8	NA	NA	NA	NA	11	"CHILE"	""	"CHILE"	-38.7	-73.5	160	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
750	"Tsu"	1564	7	20	NA	NA	NA	NA	NA	5.8	5.8	NA	NA	NA	NA	9	"FRANCE"	""	"FRANCE:  CORSICA,LA BOLLENE-VESUBIE,VENANSON"	44.017	7.283	120	650	3	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	650	3	NA	NA	NA	NA	NA	4	NA	NA	NA	NA
757	"Tsu"	1570	2	8	13	NA	NA	NA	NA	8.3	8.3	NA	NA	NA	NA	11	"CHILE"	""	"CHILE:  OLD CONCEPCION"	-36.75	-73	160	NA	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA	2000	4	NA	NA	NA	NA	NA	3	NA	3	NA	NA
767	"Tsu"	1575	12	16	18	30	NA	NA	NA	8.5	8.5	NA	NA	NA	NA	10	"CHILE"	""	"CHILE:  VALDIVIA"	-39.8	-73.2	160	1221	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	1321	4	NA	NA	NA	NA	NA	3	NA	2	NA	NA
771	"Tsu"	1580	4	6	NA	NA	NA	33	NA	NA	6.2	NA	6.2	NA	NA	NA	"UK"	""	"UNITED KINGDOM:  DOVER STRAITS"	51.019	1.309	120	NA	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
776	"Tsu"	1582	1	22	16	30	NA	30	NA	8.2	8.2	NA	NA	NA	NA	10	"PERU"	""	"PERU:  SOCABAYA,AREQUIPA"	-16.6	-71.6	160	NA	3	NA	NA	NA	3	NA	3	NA	4	NA	NA	NA	3	NA	NA	NA	3	NA	3	NA	4	NA	NA
782	"Tsu"	1584	3	17	NA	NA	NA	30	NA	8.4	8.4	NA	NA	NA	NA	7	"PERU"	""	"PERU"	-11.8	-77.8	160	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1
5957	"Tsu"	1586	1	18	NA	NA	NA	NA	NA	8.2	8.2	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  ISE BAY"	35	136.8	30	8000	4	NA	NA	NA	NA	NA	3	10000	4	NA	NA	8000	4	NA	NA	NA	NA	NA	3	10000	4	NA	NA
786	"Tsu"	1586	7	10	0	30	NA	60	NA	NA	8.5	NA	NA	NA	8.5	10	"PERU"	""	"PERU:  LIMA"	-12.3	-77.7	160	22	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	22	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
787	"Tsu"	1587	7	9	NA	NA	NA	NA	NA	6.2	6.2	NA	NA	NA	NA	9	"PERU"	""	"PERU:  PIURA"	-5.3	-80.5	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
6038	"Tsu"	1589	3	21	NA	NA	NA	NA	NA	6.7	6.7	NA	NA	NA	NA	NA	"JAPAN"	""	"SURUGA, JAPAN"	34.8	138.2	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
795	"Tsu"	1590	NA	NA	NA	NA	NA	40	NA	7.7	7.7	NA	NA	NA	NA	7	"PERU"	""	"PERU:  CUSCO, CAMANA"	-17.2	-72.9	160	NA	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	2	NA	NA
802	"Tsu"	1591	7	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	"AZORES (PORTUGAL)"	""	"AZORES:  SAO MIGUEL (SAN MIGUEL)"	37.5	-25.3	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
808	"Tsu"	1596	9	4	NA	NA	NA	NA	NA	6.9	6.9	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  BEPPU BAY"	33.3	131.7	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	708	3	NA	NA	NA	NA	NA	3	80	3	NA	NA
5958	"Tsu"	1597	9	10	NA	NA	NA	NA	NA	6.4	6.4	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  BEPPU BAY"	33.3	131.6	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5959	"Tsu"	1602	2	8	NA	NA	NA	NA	NA	7.2	7.2	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  BOSO"	35.1	140.5	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
826	"Tsu"	1604	11	24	18	30	NA	30	NA	8.5	8.5	NA	NA	NA	NA	11	"PERU"	""	"PERU:  AREQUIPA; CHILE: ARICA"	-17.88	-70.94	160	100	2	NA	NA	NA	NA	NA	3	NA	3	NA	NA	174	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
831	"Tsu"	1604	12	29	NA	NA	NA	NA	NA	8	8	NA	NA	NA	NA	NA	"CHINA"	""	"CHINA:  FUJIAN PROVINCE:  OFF COAST"	25	119.5	30	NA	NA	NA	NA	NA	1	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	3	NA	3	NA	NA
821	"Tsu"	1604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	"GREECE"	""	"GREECE:  CRETE"	35.5	25.5	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
833	"Tsu"	1605	2	3	NA	NA	NA	NA	NA	7.9	7.9	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:   NANKAIDO"	33	134.9	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3	5000	4	NA	NA	NA	NA	NA	3	400	3	NA	NA
834	"Tsu"	1605	2	3	NA	NA	NA	NA	NA	7.9	7.9	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  ENSHUNADA"	33.5	138.5	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	1001	4	NA	NA	NA	NA	NA	3	80	2	NA	NA
838	"Tsu"	1608	4	20	NA	NA	NA	NA	NA	7.6	7.6	NA	NA	NA	NA	NA	"IRAN"	""	"IRAN:  GILAN, W MAZANDARAN"	36.4	50.5	140	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA
856	"Tsu"	1611	12	2	NA	NA	NA	NA	NA	8.1	8.1	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  SANRIKU"	39	144.5	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5000	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
6026	"Tsu"	1612	11	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GREECE"	""	"GREECE:  CRETE"	35.5	25.5	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
865	"Tsu"	1613	8	25	NA	NA	NA	NA	NA	5.6	5.6	NA	NA	NA	NA	10	"ITALY"	""	"ITALY:  NASO"	38.117	14.783	130	103	3	NA	NA	NA	NA	NA	2	200	3	NA	NA	103	3	NA	NA	NA	NA	NA	2	200	3	NA	NA
869	"Tsu"	1614	11	26	NA	NA	NA	NA	NA	7.7	7.7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  NIIGATA PREFECTURE"	37.5	138	30	NA	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
